hư hại	破坏
Trở về nhà	返國
Bởi vì nó	因之
Công	淙
vòi nước	舁
tốt nghiệp	毕业生
Chính xác	正是
Kaiyuan	开元
Tuổi thứ ba	第三紀元
Góa phụ	遗孀
berili	铍
Cơ quan chính quy	常客
CAO CẤP	貴賓
Ở ngoài	外道
Thế hệ cuối cùng	末代
Ngã tư	交集
Đã học	得知
Ji	驥
Domicile	戶籍
nhà khảo cổ học	考古学家
Sốc	震惊
Jingde	景德
Cảnh sát vũ trang	武警
chiếm lấy	攻克
phản ứng	應對
Nhưng trong	卻在
thiết bị đầu cuối	终端
đào mương	瀆
Tấn	攵
vịnh Cửu Long	九龍灣
lái xe	駕駛
một số	某些
Dòng đầy đủ	全线
Pooh	维尼
Hai mươi tám	二十八
bừa	櫌
Không có gì	毫無
Tỷ lệ	率為
rouge	胭
Đi từ	離為
Lợi thế	优势
vanilla	香草
Raiders	奇兵
Kan	阚
nhận con nuôi	收養
thích hợp	适宜
sau khi kết thúc	結束後
Sau vàng	后金
Y	鐾
món ăn	食物
Quận Yin	鄞县
năm mươi nghìn	五万
Đi	煣
Donghua	東華
Cái bàn này	本表
Bùng binh	迂
Hoa hồng	玫瑰
sự kiện hiện tại	時事
Khiêm tốn	谦
Vay	借鉴
Vải sẽ	佈將
Phong tục	海关
âm thanh	聲音
Lang băm	匽
Đại học bắc kinh	北大
lao động	劳动
Thánh chiến	聖戰
lòng bàn tay	棕榈
bài đăng	岗位
Họ cây	树科
Tổ tiên	先祖
Watts	瓦茨
Danny	丹尼
Xuezheng	學政
nông trại	農場
đáng yêu	恇
Nhân dân tệ	人民币
Người giữ lại	家臣
Tus	圖斯
Tháng sáu	浚
Wells	威爾斯
Như một ví dụ	為例
Mái hiên	幬
thủ đô	首部
Yêu và quý	爱
Sau	化後
Giữa	間於
Đến	來的
Sanhe	三河
đến	向
Thay đổi họ	改姓
đông Đức	東德
Lushun	旅順
Trường trung học nữ sinh	女中
Cao hơn	高於
Chào	逷
Con đẻ	後代
Parker	派克
Đưa cho	赐
chữ số	数位
Hạt Feng	丰县
Ở Hongkong	於香港
Bảng chữ cái ngữ âm quốc tế	國際音標
làn sóng	浪
thủy thủ	水手
Jing	葹
Thành viên của Quốc hội	議員
Cảnh sát	民警
Roosevelt	罗斯福
nhiệt	燂
Danh sách	榜单
Triệu hồi	召见
Nhìn vào	看待
tần số	频率
Khiêu khích	挑起
Kui	夔
Vở kịch	該劇
Supercharge	增壓
Khách mời	嘉賓
Bệnh xơ cứng	硬化症
Thì thầm	啨
khiếm khuyết	缺陷
Than phiền	诉
Ba chiều	三維
Xi	晛
Ăn cướp	刧
Wan	莞
Cống vật	朝貢
Răng cá chép	鯉齒
vay	借用
cái đó	苫
Chu	踍
Yi	厷
Công	龔
Rie	里耶
Áp suất không khí	气压
Madi	馬季
Tàn dư	残余
Muni	牟尼
Yan Jing	嚴經
Sững sờ	懔
đứa trẻ	兒童
tiếng Nhật	日方
Triển lãm nghệ thuật	美术馆
đã kết thúc	訖
kỹ sư	工程师
lớp học	课
Hở	唒
Bàn luận	议
Hỏi thăm	查詢
Ứng cử viên	參選
Takada	高田
Âm	鼿
Chanh	檬
Tiêu điểm	重点
cá bùn	鰋
Uesugi	上杉
Bồn rửa	沈
Đóng cửa	封闭
tỷ giá	汇率
nền tảng	根基
Được thăng cấp lên	升为
Xác thực	正宗
quan tài	櫝
Hàn Quốc	朝鮮
khiển trách	咎
bài viết này	本條
Tianya	天涯
Po	泊
Hải quân	水师
Con nuôi	所採
kế hoạch hóa gia đình	计划生育
Morihito	守仁
lữ đoàn	旅長
thuyền nhỏ có cửa sổ	舲
Ngân hàng trung ương	央行
Xấu hổ	魪
Giết chết	杀死
Linh thiêng	神圣
tuổi	歲
Nghe rõ	羅傑
thị trường	市場
Thời lượng	歷時
Liu	靏
Lin Sen	林森
Các nhà cung cấp	提供商
Co lại	缩小
Ca sĩ-nhạc sĩ	創作歌手
Đồ họa	圖形
Tây Bengal	西孟加拉
Yan	剅
Qi	槀
Ye	祊
điểm này	這點
ngọt	甜
Và phải	及對
Cá chim	鯧
kéo	拔
không chính thức	非官方
Tham dự	葠
Cho một	為個
tặng tiền thưởng	犒
So sánh	相較
Đường chính	主干道
phương pháp	辦法
Cho cổ	为古
Mặt tiền cửa hàng	店面
xúc phạm	得罪
Choshi	铫
Giành chiến thắng trong gang tấc	險勝
khao khát	欲望
Tham gia cuộc chiến	參戰
quần áo	服装
rượu	果酒
khô	榦
hợp pháp	合法
chim ưng	鶻
Thập tự chinh	讨伐
đục đẽo	錾
Cai Yuanpei	蔡元培
gò đất	丘
Parker	帕克
Göttingen	哥廷根
Trung bình	中位數
Trước và sau	前後
Yi	僼
Pan	泮
Kháng nghị	訴求
Cang	沧
Aya	綾
xoắn	絞
chịu đựng	忍
Shangguan	上官
sự phát triển của	發展
Ăn mừng	慶
dược phẩm	醫學
Albre	阿尔布雷
Khu vực kinh doanh	务段
Ngày thứ năm	初五
Giá cả	耗資
thành nội	勅
chế độ	政权
đá	蹴
Gail	蓋爾
Nhặt lên	撎
Xuất hiện khi	時出現
Đồng đô la bạc	银元
Bonito	貣
Ký tên	號誌
theo dõi	跟踪
Lịch sử quốc gia	国史
Người phụ nữ của chúng tôi	聖母
Ji	骥
Lớp ba	初三
Genesis	創世紀
Qi	狕
Lập lịch trình	调度
Vùng nước	水區
Tất cả mọi người	人人
Shao	齾
mười một	十一
Chống đế quốc	反帝
Saint	圣
Xixia	西夏
Xa lộ	高速公路
Affine	仿射
Thực hành	践
Simpson	辛普森
Joan	瓊
Anjo	安條
Adam	亞當
Trời xanh	青天
Habi	哈比
gian xảo	獪
bàn thờ	罈
Trừng phạt	浤
Auckland	奥克兰
Bươc	迈
Km giờ	公里小时
giống cái	雌性
Chỉ số khúc xạ	折射率
Quốc gia	国家
đột ngột	遽
Tài chính	财务
bộ trưởng, mục sư	部將
hai mươi bốn	二十四
Yi	乽
Nhưng không có gì	卻無
Dài	耇
tan chảy	融
Thân tàu	艦體
F	載於
Mũi Hảo vọng	好望角
Ay	嗲
máy phát điện	发电机
nông thôn	乡下
Wei	薇
con lừa	驴
Phía dưới	下文
Máy bán vé	售票机
Đến từ	來處
lao động	劳工
suy ra	得出
chèo thuyền	划艇
Dân thường	庶人
Saiyan	賽亞
năng lực	天赋
Ontology	本体
thịt nấu chín dùng trong tế lễ	膰
ân xá	大赦
Xiu	岫
Lu Sheng	陆生
Con vịt	達克
Vẫn còn sử dụng	沿用至今
giống nhau	一樣的
điếc	聩
McCart	麦卡特
đào	搯
buổi triển lãm	展覽
món thịt hầm	焖
Thạch Gia Trang	石家庄
Ainu	阿伊努
Giám thị trường	校監
mở	開放
Nguy hiểm	危险
tỉnh lỵ	省城
Quận tóc	區發
Bian	比安
ngoại quốc	對外
làn sóng	波
Luân hồi	輪迴
Công nghiệp hóa chất	化工
Nửa đầu	上半年
Gần gũi	亲近
Kai	楷
Taishan	台山
tạm ngừng	顿
Nấm ngoài da	癣
giống	喜欢
Li	櫫
kết tinh	結晶
Ông chủ	波士
tăng	增多
tương tự	同樣
Rêu	摩斯
mơ	夢
phù hợp với	依据
Chao	挶
giết chết	殺
Hòa giải	調解
phần thưởng	赏
tài giỏi	聰明
Ngày hôm đó	當日
săn bắt	躡
Thông tin	資料來
Mở rộng đến	延至
Kenta	肯塔
Sừng lớn	大角
khao khát	願望
Lụa	軬
thế giới	世
Sta	斯大
đồng thời	同時
Tp.	斯市
rộng	宽阔
Giám đốc	总监
Bị nghẹt mũi	嗅
Nam Úc	南澳
thưa thớt	嘒
Ngốc nghếch	膫
San Francisco	旧金山
Có	有
đạn	子弹
trận đấu	媲
Chang	萇
Thẳng thắn	执导
Hầu hết	乎
mục lục	目录
Tsunji	尊氏
Gọi ra	籲
màu xám	灰
Tự do	自由式
Fermium	镄
sự đốt cháy	燃燒
Học phí	補習
Một nửa thứ hai	下半場
Ký tên	徵
dư luận	舆论
Nuốt	燕子
Mang	摃
ngoài trời	露天
nói chung	大体
Bức vẽ	涂装
do	由于
N: Xứng đáng	功绩
Bố trí	布置
mục tiêu	目標
Chiều dài của	的長
Hou Jing	侯景
Bằng phẳng	扁平
xã hội	社会
Trái xoài	芒果
rủi ro	風險
Hơn mười nghìn	餘萬
Tam Hiệp	三峡
Chan	滻
Âm	赕
phản ứng	响应
con ve sầu nhỏ	螓
Liên đoàn bóng đá	足联
Zhu	禚
Kiệt sức	盡
Neon	蜺
Lũ lụt	鱛
Đã chết	亡者
đầy hơi	脝
Kyoto	京人
Nian	埝
Surging	澎
bên	侧面
đốt cháy	爇
Yan	箄
hoạt động	活躍
đồng đội	队友
Đài Loan Qing	台灣清
sâu	深
Cô đơn	阋
thô lỗ	伧
Tán thành	核准
Minh Thanh	明清
Cá chép	鯗
mua chuộc	賄
Thomas	托馬斯
Nút thắt chiến tranh	戰爭結
tang lễ	葬礼
Danh sách	榜
Hợp nhất thành	并入
ở gần	濒
Dương	鸂
Gobi	戈壁
Bên ngoài bữa tiệc	黨外
tượng đài	纪念碑
mối mọt	蛀
kẻ giết người	凶手
keo kiệt	嗇
Không	沒有
Chứng nhận	認證
ngủ ngáy	鼾
âm lượng	卷
cửa hàng	储存
Chì	领先
Điêu khắc	雕刻
buồn	凄
sự phát minh	發明
phương sai	方差
Wincher	溫徹
Cấp	排名
Ngạc nhiên	怹
Xa Xăm	遠處
khuôn tre	笵
hóa đơn	法案
Lòng tốt	仁愛
ngôn ngữ	语
ngưỡng cửa	門檻
Miu	缪
Nghĩa vụ quân sự	服兵役
Taichung	臺中
Erdo	鄂尔多
X-tốc-khôm	斯德哥爾摩
Phức tạp	复杂性
roi da	鞭
Bột Hải	渤海
GBP	英镑
Ruijin	瑞金
Quê hương	家村
Danh mục	名錄
Wang	汪
tiêu đề	啣
lảm nhảm	咿
Một lần	曾
Tán thành	獲准
Cấp độ đầu tiên	一級
Trận đấu	赛事
Wan	畹
Trạm thời tiết	气象站
Trận chiến chính	主戰
che giấu	瞞
Hệ thống quân sự	軍統
Cất cánh và hạ cánh	起降
thần học	神学
Pooh	呸
đại lô ngôi sao	星光大道
Lingen	林根
hợp pháp	法定
uy tín	威信
Hai trò chơi	兩場
X-tốc-khôm	斯德哥尔摩
Chín mươi bảy	九七
Và cũ	與舊
Không tệ	不俗
Ngày 23	二十三日
Thai kỳ	妊娠
Thánh địa	麥加
Thua cuộc	連敗
tỉ lệ	比值
Châu Úc	澳
Đảng Quốc xã	纳粹党
cửa tiệm	铺
Mons	蒙斯
Ye	迒
trả	缴
Luxembourg	卢森堡
kịch bản	劇本
xung quanh	周圍
xe hơi	車廂
Có không	是無
Yên tĩnh	蚬
Wang Li	王李
Phình to	隆起
sự hối tiếc	遗憾
Anji	安吉
Cướp biển	舙
Zhi	枠
chủ tịch	會會長
Postdoc	博士后
Đức phật	彿
xuất sắc	輝煌
Băng dán	石膏
Để làm cho	以作
Hoặc	任一
méo mó	扭曲
Sách bài hát	诗经
Cuối của phía đông	东端
Tiếng kêu bíp	嗶
nguyên	原始
Hun	猃
Biến dạng	变形
Thang máy	举
sẽ	將會
cũ	久遠
Vương miện	克朗
nói	告诉
Xấu hổ	歮
Yan	嫣
bươm bướm	蜨
nhà kính	温室
Hàng	行
Đường dây mở	开行
Ya	埡
chim bay không đều	翪
Lên kế hoạch cho	定於
Sự sỉ nhục	磥
Từ	將從
than cốc	可乐
Lạt ma	喇嘛
Đặt hàng	订单
Trung bình và thấp hơn	中下
Trường đảng	党校
Nhảy ra ngoài	跳出
Sa mạc	漠
Bướng bỉnh	瞢
Thời gian này	今次
Nong	荇
ở nhà	家中
Duy nhất	惟一
nhiều	众多
Choáng váng	愭
Khởi nghiệp	创业
Mất đi	遺失
Hạ lưu	下游
Nhân vật	图
Trận đấu mạnh mẽ	強賽
bên cầu	堍
một hớp	啜
Bảy	柒
bánh ngọt	饼
Pedicularis	马先蒿
Phát hiện	探测
Phiền muộn	萧条
Lộn xộn	作亂
Bắc Kinh	北京
khí ga	气
Báo chí liên quan	联社
Tim	威克
Sao Hoả	馬氏
phần bổ sung	副刊
ga tàu	颱
mạnh	烈
Shao	梪
Người bán hàng giỏi nhất	暢銷
Tây An	咸宁
hình vuông của bàn cờ	罫
Chiaki	千秋
Baden	巴登
Đối với	為求
con vẹt	鸚
Vội vàng	涶
Shi	轋
trường hợp	案
Tan	賮
Trừng phạt	诛杀
Đàn bà	妇人
Quá nhiều	太上
Gấu mèo. - Gấu mèo	貍
năng khiếu	資優
Nhưng từ	但從
Xiangdi	祥地
phóng	發動
cơm	稻
củ cải	蘿蔔
Sơ tán	撤离
giẫm đạp	蹂
Plato	柏拉图
Các biện pháp	措施
Gửi đi	送入
Giải phóng	下达
Sẽ	旨意
Dalai	达赖
Tức giận	悱
Gì	什
khóa	釦
Lúa mạch	薋
Bao quanh	週邊
Zhizhou	知州
Đúng đắn	義勇
Hung ác	狆
bộ sưu tập	画廊
Lyme	莱姆
công chúa	公主
tuổi tác	齡
Cấp độ	層級
tang lễ	葬禮
cái nhíp	镊
Hiroshima	广岛
Cũng thế	亦然
bề mặt	麪
Che	捂
Lính	士卒
và	並且
Cô gái xinh đẹp	美少女
Co thắt	攣
Phao nổi	浮
Tuoba	拓跋
ép	倥
phục vụ	迎合
Cà vạt	平手
dơ bẩn	秽
Nguy hiểm	危地
thắt lưng lớn	鞶
Tàu buôn	商船
Ngã	福爾
gạch	砖
Hồng Kông	全港
Quân luật	戒嚴
Lên đến	長達
sửa	脩
Hongji	弘治
Kỹ thuật	工科
ấu trùng	幼虫
Tháng mười hai	十二月
Tiệc	颻
Li	苳
Sự hoàn chỉnh	完整性
dược phẩm	医药
sản phẩm	产物
Miyazaki Hayao	宮崎駿
sự chiếu sáng	照明
sợi chỉ	緒
đợi đến khi	等到
Bị cáo	被告人
họ	它们
Người chồng	丈
Tốc độ	时速
chính xác	準確
không thuận lợi	不利
Quan hệ huyết thống	血緣
Điều khiển	掌控
ngoài trời	室外
tránh	回避
Mở	豁
nơi bị động vật cưỡi	畽
Dài	長的
Giáo dục nghề nghiệp cao hơn	高职
Xie	窹
con quạ	克罗
Buzhen	埠镇
Liên kết đôi	双键
ngay bây giờ	現在
thủ đô	资本
Chỉ huy	连长
ngày	晝
tuyên thệ	誓言
Cà kheo	跷
Ô nhiễm không khí	空氣污染
nhôm	鋁
khởi đầu	開工
đến lượt	反过来
Sienna	魹
Tiếng Phạn	梵語
Xinyi	信義
Con gà trống	屓
hằng ngày	日报
Bị thương	傷患
Tiện	方便
Hán tự	漢字
để trần	裸
Hou Guo	侯國
Giảm giá	优惠
tỏi	蒜
Bởi	藉由
Bảo vệ chính thức	官守
Trong bữa tiệc	黨內
Đội	隊的
lừa dối	欺騙
Norwich	诺维奇
Lun	伦
bong bóng bơi	鳔
phi hành gia	宇航员
Trung học phổ thông	高中
lời bài hát	歌词
Ibrahim	易卜拉
Được đánh dấu là	標為
Herders	牧民
Thân hình	為體
Suave	倂
Làn đường	萊恩
thoát ra	爆發
ngay	随即
Màu be	邶
Đưa cho	施
Peptide	肽
Takeyama	竹山
Indica	豼
Goo	咕
Kết nối	连线
Ome	青梅
đúng	恰恰
Nhân vật chính	主人公
phản chiếu	體現
Nền tảng nhảy	跳台
Mở ra	辟
Bing Bing	冰冰
Giảm giá	發售
Carole	卡罗莱
lừa dối	谲
Gọi là	叫作
Trừng phạt	懲
Kích hoạt	触发
Không liên quan	无关
cà phê	啡
Mauritius	毛里求斯
hào phóng	慨
Zhenguan	贞观
Trạm cầu	橋站
sự dao động	波动
hung ác	残忍
Chất lỏng	液态
Ghi chú du lịch	游记
lưu hóa	硫化
Tổ tiên	先民
phát sóng	播
ký ứcao	记忆潢
Tính chất hóa học	化学性质
Choshi	銚
Lớp khí	气层
cho anh ấy	為他
cầu nguyện	祈
toàn bộ	總共有
Bán cho	售予
phức tạp	复杂
Trong vở kịch	剧中
Tân binh	新秀
sự phán xét	判決
Linnaeus	林奈
hành hung	攖
tối ưu	最佳
xinh đẹp	媄
danh từ: Tọa độ	座標
Protium	氕
Bất khả chiến bại	不敗
Được mời	獲邀
xấu xí	娸
Gan	鞧
Kế vị	繼任
Thành phố đá	石城
Yau	攸
Jue	厥
khuyến khích	促進
Kể từ đó	从此
bất mãn với chính mình	欿
Chiến thuật	戰術
quét sạch	消灭
Làm kinh doanh	經商
dấu vết	踪
Trang Chủ	傢
Dài hạn	長一職
đất	土壤
bộ sưu tập	采集
Liệt kê	挂牌
Geng	耿
Sydney	悉尼
không xác định	未知
Hồng quân	红军
Ling	凌
Tìm thấy trong	發現於
Li	醂
Đánh nhau	對戰
Đồng thời	当代
Jung	柾
phần lớn	大多数
Bờ hồ	湖畔
Quốc ca	國歌
củ hẹ	蔥
Atlantic	斯大西洋
Trường học	学堂
áo giáp	盔甲
Xoay	阼
Cải cách ruộng đất	土地改革
Chuyến bay thử nghiệm	試飛
Do	应于
khuôn mặt	面对
Giác ngộ	启示
Trộm trứng	偷蛋
Đồng nghiệp	同乡
sừng	篥
Yeke	耶克
Barr	巴尔
Học như	學為
Phát ban	疿
Ví dụ	舉例
Cột trụ	列式
Dolly	多利
Shao	韶
Cũng tại	也於
van	阀
bắt đầu ở	起源于
League of Nations	國聯
cỏ	草
Bán hàng	销售
Cho sự nghiệp	為業
âm đạo	陰道
Williamsburg	威廉斯堡
Nói	說中
Echigo	越後
công trình dân dụng	土木工程
ho	咳嗽
giảm bớt	缓解
Bit là	位為
Quốc gia	眾國
Rời khỏi đội	離隊
Croup	苙
nó thế nào	如何
bát	鉢
Đại học Bắc Kinh	北京大学
tin đồn	傳聞
Cấp thấp	低级
Nhà máy	出厂
Elizabeth	伊莉莎白
Cứu giúp	助於
Ion âm	负离子
Sỏi	斯敦
Đạo sĩ	道士
Pháp luật	法学
Đốt cháy	烙
Manny	曼尼
Để làm cho	來製
cô	錯過
cái rổ	筐
biết rôi	懂得
Vượt qua biển cả	過海
hiện trạng	现状
Ông ngoại	曾祖父
Cameroon	喀麦隆
Tây tạng	藏传
Đánh	创下
Chính thức	官吏
nguyên vẹn	完好
người ghi chép	隸
Âm	胤
Mảng	数组
ống sáo	篴
Điều khiển	行驶
Ở giữa	間內
Dừng lại	停駛
Hung ác	椋
bỏ phiếu	表决
chung	常见
Sima	司馬
Sự khác biệt	差別
hình ảnh	圖像
Quận Ling	陵县
Tai nạn xe hơi	车祸
Thay quần áo	更衣
Giao lộ	交界
Situ	司徒
Min	閩
Theo dõi	赛道
thuộc về	属于
Bắt cóc	柺
Cứu giúp	助于
Thành phố cấp tỉnh	地级市
Taichung County	臺中縣
Ts	茨
trưng bày	显示
Quy tắc dòng	線則
Ghi lại	實錄
Nói	言之
Chủ yếu	为主
Thói quen	習性
Cái nào là	其為
bán lẻ	零售
Ứng dụng	申
Corsica	科西嘉
Suga	菅
đổi	彙
Wei	魏
Shao	殳
khẩn trương	亟
Đệ quy	递归
Chấp hành	行刑
Chọn	皮克
tang lễ	喪禮
Nhà cung cấp	厂商
Xuất hiện lại	再现
Champa	占婆
Li Ye	立葉
Hội thảo	研讨
Đánh bại	戰勝
Queens	昆士
Yun	藴
nguyền rủa	詛咒
Kennedy	堅尼地
Để qua một bên	擱置
Gọi là	所稱
trước	面前
Trích dẫn	援引
bạo loạn	騷亂
Chậm	斯洛
Đại học Soochow	東吳大學
toàn văn	全文
Châm biếm	讽
Quân đội Nga	俄军
Đầu rồng	頭龍
Đừng nghe	不聽
Qi	綦
Trung Nam	中南
Bắn	拍
giản thể	简体
sự thiêu rụi	燹
Tang Shu	唐書
Chết	灭亡
Hỏi thăm	詢
Tập trung vào	着重
Smash	掅
Ký tên	簽下
bài học	教訓
Lượng calo	熱量
hoa sen	萏
mờ	模糊
vận chuyển	轉運
Đến	改為
Lịch Gregorian	公历
Bác sĩ nha khoa	牙医
Học giả	士人
con số	号码
Căn cứ	本營
Gian hàng tại	館於
Đồng ý	嗯
bờ biển	岸
trong	裡
Sau đó	其后
Maryland	马里兰州
Tên thật	本名
Ling	凴
đóng	闭
palladium	钯
Bắc TP.	北城
Domberg	多姆山
nước miếng	唾
tàu con thoi	航天飞机
Mặt bằng phẳng	平地
Đội trưởng	大队长
Thời gian	間時
Hoàng	瀙
thực tế	事實
năng lượng nguyên tử	原子能
Đã sẵn sàng	待命
mã bưu điện	邮政编码
Gạo nếp	粂
đạo giáo	道教
Lấp đầy	填补
đến nay	至今
Bacillus	杆菌
Đứng như	站為
ẩn	隱
căn cứ	基地
Lữ đoàn hỗn hợp	混成旅
Lide	立德
Xinxiang	新乡
Callus	胼
Chitose	千歲
Thương mại	商工
Yi	佉
đặc ân	特权
phẩm giá	尊严
Ủy ban kế hoạch	计委
monomer	单体
câu hỏi	质疑
ngọt	甜美
Tốc độ quay	转速
Đỏ tía	勃艮
Phần	区段
Cửa hàng	贮
Cục	主席团
bệnh bạch cầu	白血病
Tần	鎴
Là tất cả	均被
Cú	梟
Tàu	艦艇
sửa	修理
hầu hết	殆
Cắt	剖
Tuyên chiến	宣战
tích cực	积极
Huazhou	华州
Shiju	時舉
Quy định	法規
con rái cá	獭
Xiêm	暹
anh ta	他
Hồ Châu	湖州
Loy	洛伊
cố chấp	愎
Gánh nặng	經擔
Bóng râm	遮蔽
Năm	年時
Hiệp ước hòa bình	和约
nước luộc thịt	臛
Haeza	波江座
Bodo	波多
Chùm tia	樑
thanh lịch	雅
Khám phá	探討
Trân Châu Cảng	珍珠港
Vắt kiệt	搹
Chú	伯
đơn vị	單位
Braque	布拉克
viết	写作
Thu nhập hàng năm	年收入
Jia	贾
Người tham gia	參將
Vĩnh hằng	永恒
thành viên	成員
Xa xôi	偏僻
Yên tĩnh	蚑
Nhân vật	圖
Vây quanh	圍
Portland	波特蘭
hội thảo	研讨会
Sâu	蠚
Dali	达利
hai mươi mốt	二十一
nhấn mạnh	重音
Nhóm và	團與
Shen	渖
toàn thành phố	全城
Nước ngoài	外国
Yi	贻
Arthur	亚瑟
bối cảnh	场面
Họp mặt thể thao	運動會
theo tiền lệ	躔
Yêu cầu	索取
Cho mọi	為每
lồng	笼
Nhân sinh	人命
lãnh thổ	版圖
toàn bộ	總數
Sau đó lấy	則採
Hợp hiến	憲制
đại sảnh	会馆
Tổng sản lượng	產總
báo chí	报纸
điềm tĩnh	冷靜
chà xát	擦
gọi	呼吁
Thổi	打擊
Sư đoàn	師會
thuật toán	算法
Witte	维特
Shan	姗
Kỷ luật	訓導
bệnh viện	院
Cho đến khi	直至
Khu trung tâm	中區
rừng	林匹
người Anh	英式
Tang	鞁
Quyền hạn	轄
Kích động	鼓动
Và bởi	並由
Cánh phải	右翼
nhiều lần	反复
tiết tấu	揍
Nhà cách mạng	革命派
Tài khoản	戶端
Thức ăn thừa	賸
Đúng	過對
Yi	佽
thêm	加
Si	駟
Nhìn vào	瞱
Đúng đắn	作义
Gu	雦
Nhìn trộm	橅
Thông thoáng	清除
Vì nước Pháp	為法國
Tonga	東加
Xinh đẹp	葩
Nhập ngũ	参军
nhà Trắng	白宮
Huân	洹
Vội vàng	淓
vu khống	诋
hung dữ	激烈
Ch	譧
đứa bé	嬰兒
bước nhầm	訧
cuộc bầu cử	選舉
trán	颡
sự bức xạ	輻射
khung	架
Bavaria	巴伐利亚州
Di chuyển và	動與
tương đồng	同调
Quốc gia New Zealand	國紐
Kovski	科夫斯基
Hư hỏng	受損
cỏ	稂
phẫn nộ	恩怨
Linden	椤
Vật đúc	鑄造
Âm	蚦
bình thường hóa	正常化
Đối mặt với	面為
Bản ngã	行列式
vảy cá	痂
Người nào	某人
Giao thừa	跨年
Đồng ý với	贊同
Khoa Luật	法律系
cầu vượt	立交桥
Sự hy sinh	祭祀
Erman	尔曼
Để yên	放任
ngôi trường lớn	大学校
Siri	西里
Một lát sau	後將
câu hinh cung	拱桥
Rời văn phòng	離任
Nie	聂
Ferrari	法拉利
chi nhánh	分會
Làng Đông	東邨
Dày đặc	密布
Công nghiệp và Nông nghiệp	工农业
Lên đường	启程
trong	裏
Yên tĩnh	蛤
Rhine	萊茵
Hướng bắc	北行
Thuộc về bưu điện	郵政
đập	水壩
hiệp ước	條約
Nugget	莝
Sự chinh phục	征伐
Đoàn xe	车组
Cao su	橡皮
kinh sợ	惮
Bảo hiểm	險家
Nô lệ da đen	黑奴
Yuelu	岳麓
nâu vàng	麛
Giáo sĩ	神職人員
Kansai	關西
ngựa	馬匹
Lưu trữ	包含
Anh ta	胪
Mizobe	沟边
Sự công bằng	大法官
Cự li ngắn	短程
Đĩa vàng	金唱片
Kiến thức bản thân	自知
bao gồm	囊括
Dương	泱
Răng nanh	芳
kho chứa	机务段
vằn của một con hổ	虍
Triều đại nhà Tùy	隋代
Trên đường	街上
huyền thoại	傳說
Li	俔
Khó khăn	很難
Đầu tiên	最先
Ủy ban	委员会
Cam Túc	甘肅
rung chuyển	動搖
Cửa hàng tiện dụng	便利店
Tỉnh	尔省
Trung Á	中亞
nách	胳
Toàn bộ quận	全县
tiếng ồn	諠
Nhận được	收
Bộ phận chiến tranh	兵部
Trở về	回報
Nhượng bộ	特許
trang trí	装饰
Juren	舉人
Tiết tấu	處為
Bang	梖
Tách ra	拆分
kinh khủng	惨
tạm thời	臨時
Chơi bóng	打球
chổi	埽
Bao gồm	收錄
Gay	同性戀
Bốn biển	四海
trơn tru	踧
trắng	白色
sự quản lý	管理
ghét	恨
Wan	繓
Ooli	鮞
Bắc Giang	北江
Trói	拴
Gây quỹ	集資
Máu hỗn hợp	混血
Trói	捆绑
hồi phục	光復
Sáu năm	六年
Cây thuốc phiện	罌
cam kết với	承諾
sư tử	狮
Tia sáng	射线
Âm	軎
kết cấu	結構
Sui	濉
Huân luyện viên trưởng	主教练
con bò cạp	鲡
Dọc theo bờ biển	沿岸
Sách giáo khoa	教材
sắc lệnh	詔書
đàm phán	谈判
Weiss	维斯
Totong	都统
Ra tù	出獄
Chăm lo	照料
Biên dịch	编译
kết thúc	结束
hồ nước	湖泊
phía Nam của	以南
Cốc	觚
hủy hoại	燬
Trong thực tế	事实上
chuyển động	運動
cha truyền con nối	世袭
Buổi tiệc	派對
khối đa diện	多面體
Tiếp tục	不斷
Mời vào	进来
Nguồn âm thanh	音源
Chứng chỉ	证件
Cây	楤
sôi lên	疔
nhìn	目光
phóng viên	記者
Dặm vuông	平方英里
bị phá hủy	圮
Trở về	归
Thế giới thứ ba	第三世界
Thời gian	时光
New Zealand	紐西蘭
Jinji Luyu	晋冀鲁豫
tự lập	自製
Đúng	者對
Kyoko	京九
Cũng tại	亦於
Dewey	杜威
họa sĩ	艺术家
Zhongli	中壢
Hải cảng	港湾
cái chùy	锏
vé	票
Mở	開通
sinh vật	生物体
chải	梳
lụa tím	緅
màu tím	紺
roi da	搒
Ý nghĩa	意思
Nông nghiệp	農
Longgang	龙岗
thực hành	实习
Lớp học	阶层
Tháng 11	諾夫
Pio	皮奥
Giả mạo	甿
thực tế	現實
nghiêm khắc	嚴
Sau đó	則會
trang trí	裝飾
Thêm	加的
bệnh tiêu chảy	潟
Tỉnh an huy	安徽省
Boro	博罗
sẽ	将要
lộ ra	揭发
Thủ lĩnh	教主
nguyền rủa	詛
Qiao	嶠
Hạm đội	機隊
Ở Nhật	於日本
Họp mặt thể thao	运动会
Moos	穆斯
Những trạng thái	州县
Biệt đội	小队
Liu Shi	流士
Dưới	下
Guinea	幾內亞
hèn nhát	懦
đặt	擱
Nhặt lên	撿
đầu tư nước ngoài	外资
thuốc uống	毒品
nguyên	原有
phân tán	散射
Chi	炽
Zheng	钲
Tiêu đề	书名
Nam Mỹ	南美洲
Đứng lên	立
Với	设有
Âm	魢
về nguyên tắc	原則
đồng tiền	铸币
viễn thông	電訊
Xông khói	坒
Sự phẫn nộ	愤
