Thành phố	市町村
Chắc chắn	確性
Hàn Quốc	高麗
Xie	邉
đi hành hương	朝圣
Tong	驄
đê	碼頭
Steve	史蒂夫
West End	西區
nhiều lần	屡
Hai mươi ngàn	兩萬
tương tự	同样
môi	唇
Gặp	会师
Tổng cộng	总共
锱	錙
Âm	豄
Thanh lọc	淨化
Franchecon	弗朗什孔
Lực kéo	牵引
cuộc đua	賽馬
Chính phủ liên minh	聯合政府
bí ẩn	玄
di chuyển	举动
phòng ngự	防卫
Sự công bình	义
Quân đội	軍的
không chỉ	不仅
Sini	西尼
Tất cả	无不
Xinyang	信阳
xoay	轮流
sự thoải mái	安慰
kẹp	鉗
Chảy qua	流經
Lụa	绡
Uỷ ban	傭
Thích	讚
bang hội	公會
Taitung	臺東
Sự khác biệt	差
hướng Tây	以西
Nhón	搠
Đảng Lao động	工党
Khi nào	時於
thư mục	夾
Trận giao hữu	友谊赛
Tài nguyên	資源
Kẻ bắn tỉa	狙擊
góc	角度
Fukui	福井
Đảng Tiến bộ Dân chủ	民主進步黨
Nấu ăn	库克
bài tập	任務
dược phẩm	药
Bán hàng	销售额
nghiêm ngặt	严谨
nữ hoàng	人後
chim cu	鹃
Nhiều	多種
săn bắt	追
Ca sĩ chính	主唱
phần mềm	软件
sự chuẩn bị	制备
cá tầm	鰉
Lang thang	流浪
tìm ra	查出
lý tưởng	理想
Nhập tiệc	進黨
Phối hợp	結合
Đồ họa	图形
năng lượng hạt nhân	核能
Mạng lưới	絡
New Zealand	新西兰
Sơ cấp	首要
Chất thải	蹉
Nguyên nhân	引致
Yi	閕
bị hỏng	破
giáo xứ	教區
Nguyên nhân	本因
Không bao giờ	不曾
bến đỗ	泊位
đại từ	代詞
Mani	马尼
Nói ra	說出
Shiina	椎名
Drei	德累
Nguyên liệu thô	生素
Ánh sáng	光線
Giờ ô tô	車時
Sóng điện	電波
Ghi nhật ký	伐木
la Mã	罗马
đất canh tác	耕地
Yu Qi	於其
Gall	瘚
Và sử dụng	並用
vấn đề	問題
lộ trình	航线
Cá mú	石斑
điềm tĩnh	平静
vây bắt	罾
Xe nhẹ	轻车
Sản xuất hàng loạt	大量生產
Chính quyền bang	州政府
Tiểu sử quốc gia	國傳
Âm	尹
Trang bị thêm	加裝
㑩	儸
Giường	牀
Ling	珎
Bọn trẻ	少年儿童
Quả bóng vàng	金球
Ngọc bích	敥
Tuổi già	年老
bữa tối	晚餐
Smash	擏
giám sát	監控
thực vật học	植物学
Người giàu nhất	首富
ngầm	潛
lịch trình	进度
nhiễm sắc thể	染色体
Si	玶
Trinh Nữ	處女
mỏ	喙
phất cờ	旖
Tải về	裝設
Thẳng thắn	直达
Mùa	季節
Vòi	龍頭
Kai Tak	啟德
thay thế	更換
Giám sát	監督
Đầu máy điện	電力機車
Zambia	赞比亚
Mang	搭载
mẹ	娘
Khánh Tp.	慶市
Mississippi	密西西比
giẫm đạp	厹
dòng xoáy	洑
kết thúc	结尾
thành phố	城
shad	鲥
Bên kia đại dương	跨海
Đầy màu sắc	多彩
Phụ lục	附件
phần lớn	最為
Kết thúc	終結
méo mó	失真
Hành động như	動為
Yun	恽
di chuyển	挼
Gởi	所發
che	遮
Nguyên nhân lớn	偉業
kiểm tra	考验
Đáy giữa	中底層
chăm chú nhìn	眈
Suy sụp	滀
Bực bội	悾
Công cộng	公立
Lưu huỳnh đioxit	二氧化硫
Dịch vụ thời tiết miền Trung	中央氣象局
rượu ngọt	醴
buồn	淒
sự đánh giá	赏识
Lực lượng và	力與
Clinton	克林顿
Ruili	瑞丽
Tương đối	較為
rất nhiều	許多
Cả hai mặt	两边
khủng bố	怖
Lữ đoàn	大队
Tách ra	分裂
Lực lượng chính	主力
rỉ sét	锈
Anh yêu	達爾
Tìm thấy một quốc gia	開國
lộ trình	車線
thành lập ở	始建于
Phi cơ	航機
Papua New Guinea	巴布亚新几内亚
Chen Shuibian	陳水扁
tại chỗ	当场
quà tặng	禮物
lịch	歷
Thùng rác	宾
Yan	焐
Cái mới	新款
bão	飓
Trận chiến	战列
nốt ruồi	鼴
Cả hai kết thúc	两端
Sôi lên	腖
Dickson	迪生
Xuyên qua	直通
Lập kế hoạch và	計與
Lào	荖
Wendi	文帝
Và biết	而知
Suy sụp	攲
Du Fu	杜甫
cây	树
sự cô lập	隔离
con ma	幽灵
Dace	鯪
Kiểu	型式
Loài	種
Âm	縋
Kéo	拉
Ngày tiếp theo	隔日
Lờ mờ	棦
Giám đốc	处长
hơn	寧
khuyên nhủ	諫
đa dạng	諸
Âm lịch	农历
Thủ lĩnh	酋
biển	溟
giảm	削減
Ống kính	倫斯
Chỉ khi	點時
tùy viên quân sự	武官
giống	喜
Bài hát đầu tiên	頭曲
Q	郄
trung tâm	樞紐
Hoàng Phố	黃埔
Không thích	反感
Cass	卡斯
Cuối cùng	杪
biểu hiện	表情
đầu lâu	头骨
Không thua	不失
Luxembourg	盧森堡
Trường sa	长沙
Ying	璎
CIA	中情局
thùng	桶
Minnesota	明尼蘇達州
Wan	滶
Dầu nhiên liệu	燃油
Trường Khoa học	理学院
Cánh đồng băng	冰原
cảm thấy	感覺
lưỡi liềm	鎌
thuộc về	屬於
Tìm lại	追溯
Yili	伊利
Nhanh	快
A	楗
Tunisia	突尼斯
Bạn bè	友人
Wei Guo	魏国
Bướng bỉnh	攉
nếu	若是
đấu tranh	奋斗
nhàn rỗi	閑
Người dự trữ	斯德哥尔
Giá trị dương	正值
kêu vang	哒
Liverpool	利物浦
Tokaido	東海道
bệnh lao	癆
Lính hạng nặng	重兵
Chế biến	加工
hạ sĩ	下士
ngốc nghếch	懵
Một nửa	半部
Không trên	不上
Galdan	噶尔丹
Khoe khoang	展现
Loel	鳡
Hiếm hoi	珍稀
Đúng rồi	正好
Hình thức	形制
Suy nghĩ	則認為
chạy	奔跑
tĩnh mạch	靜脈
mạng lưới	网
Chiến đấu	作戰
Minnow	鯈
Đúng	是過
chữa khỏi	治癒
bạch tuộc	蛸
Keng	鏗
Âm	覎
Thái giám	太監
sàn nhà	楼
Nguyên tử	覈
Trạm Wai	圍站
Tối	暗色
Yili	伊犁
Hu	禥
Medaka	賉
Yun	鋭
đậu phụng	花生
màu vàng	黄色
Hòa hợp	睦
Thái hậu	太皇太后
Tan	覃
Chơi	发挥
Thẩm phán	判官
sự quyết tâm	决心
Chín một tám	九一八
Tăng	增高
phần	截面
Bạch tạng	阿尔比
Lun	纶
Axit nucleic	核酸
Góa phụ	賏
Yo ~	唷
Tripoli	的黎波里
hình dạng	形状
Athena	雅典娜
Tách rời	分离
đại sảnh	堂
thông suốt	順利
Tài chính	財務
Jacob	雅各
Nhà ga	站场
Rider	车手
Mười nghìn đồng	数万
Sự lúng túng	痳
Muller	穆勒
bộ	镶
đồi không có cây	屺
Wei	韋
kỷ nguyên	紀元
Băng nhóm	硦
Chironco	馳龍科
Đội chủ nhà	家隊
Chị dâu	嫂
Bộ dòng	線設
Bạn cũ	老友
Ổ đỡ trục	轴承
Kuai	蒯
chân thành	真心
Naiji	奈及
cô gái nô lệ	婢
Suy nghĩ	思義
năm trăm	五百
Tại thời điểm này	这时
tiêu đề	封號
Người sáng lập	奠基人
đi dạo	踅
Quốc gia	選國
Mẹ kiếp	肏
Seleucid	塞琉古
dysprosium	鏑
rút lui	退兵
Tăng lên	增至
mạnh mẽ	大力
mập	肥
Bảng chữ cái	字母表
Đại học Bách khoa	理工大
Trường công	公學
Người israel	以色列
pha trộn	搀
Tật nguyền	殘障
Đúng	右側
hơi nước	汽
Nhà toán học	数学家
lượt xem	景
Đi ngược lại	违背
Zhen	縝
giỏ đựng đất	簣
di động	移動
Quạt	番
carat	克拉
con vẹt	鹉
壸	壼
Thu được	增益
nhà chế tạo	生產商
Bảo vệ chống lại	防范
Đồ nội thất	家具
màu xanh da trời	蓝色
Ra trận	開戰
hiếm hoi	罕見
Fran	弗兰
điềm tĩnh	平靜
Yên tĩnh	安生
con chuồn chuồn	蜋
Fuji	富士
Cục phát triển	發展局
Quân cách mạng	革命军
Drian	德里安
Có thể đảo ngược	可逆
Bằng tiến sĩ	博士学位
sự giống nhau	類比
Roma	罗姆
chạy	跑
calabash	蠡
Nghệ thuật	藝術學
Quyền lực	力大
Hagi	萩
Kết hôn	联姻
cưỡi ngựa	蟥
ngọn lửa	爓
Kinh doanh chính thức	公務
sự suy giảm	衰减
Woo	嗚
Hunan	湖南
Đã thuê	受聘
quỳ	跪
Xixiang	西乡
Mô hình	车型
cùn	鈍
Bang	汋
Tham gia vào	参演
Dian	甸
Humboldt	洪堡
Fro	佛罗
ứng cử viên	候选人
Người trả tiền	款人
Lảm nhảm	囈
Biểu tượng	象征
Dưới độ tuổi đó	歲以下
Che mặt	蒙面
nhảy	踉
Gọi cái này	稱這
Người giúp việc	墪
Mối đe dọa	威胁
Teng	滕
hủy hoại	销毁
Wakayama	和歌山
lúa hoang	茭
Hoàng đế	帝時
quán quân	冠軍
Gửi đi	提交
tua	纓
Yi	佁
Chuông báo cháy	火警
Xưởng	工場
Wenlong	文龍
Mou	牟
Minnow	鲦
đặt hàng	次序
Croatia	克罗地亚
Mảng	阵
gian lận	舞弊
Tiệc	酦
nấu ăn	胹
Anto	安托
Hecta	公顷
trở về	重返
Cấp 3	三級
diễn tả	形容
nghe	听
chỉ có	徒
Sting	蜐
Khu vực thành thị	市区
Không	冇
Bao vây	攻城
Khiêm tốn	蹣
Môi trường sống	人居
người lập trình	程序员
Ampoule	瓿
Trong bữa tiệc	党内
đều đặn	定期
Tín hiệu	訊號
Đàm luận	话语
săn bắt	追逐
Diwa	迪瓦
Gibbs	吉布斯
Liên kết	林克
biển Baltic	波罗的海
tập tin	档案
Frederick	弗雷德里克
Tây Đức	西德
Lớp ngoài	外層
Đồng thời	當代
Từ	起于
Hội tụ	交汇
tham gia	出席
Đánh giá	评价
phốt pho	磷
Văn phòng Nội vụ	民政厅
Mag	马格
Delist	除名
Với đội	與隊
Vận hành	營辦
Giải thưởng điện ảnh	奧斯卡金像獎
nồi sắt	鍪
Nhà máy sản xuất	制造厂
Tuabin	轮机
Palma	帕尔马
do	由於
Thay trong	見於
Zhuoshuixi	濁水溪
Cây tầm ma	荨
Nhìn chằm chằm	瞂
Zhi	枀
Ed	埃德
Wenbe	聞部
đầm ấm	襛
Zhongcheng	中丞
Địa chính	地政
Yun	恚
hoa sen	菏
La mắng	訐
Daqing	大庆
quân ngụy	伪军
Màu xanh da trời	布鲁
Gặp gỡ	开会
Đốn hạ	砍伐
mùa hè	夏令
lặng lẽ	悄悄
Được chọn	获选
Phát triển, xây dựng	开展
Để làm cho	来使
chi tiết	詳
Tất cả mọi người	所有人
Maharashtra	马哈拉施特拉
đưa đón	穿梭
tế bào gốc	幹細胞
Không gian tôpô	拓扑空间
Bỏ trốn	逃出
Giữa	間的
ô	細胞
Vùng ngoại ô	郊
thể loại	範疇
hiệu ứng	效應
Hanshu	汉书
xếp hạng	排行
đồng hành	同伴
sinh học	生物學
Sẽ giảm	會減
Cúp vô địch	冠軍盃
Đồn cảnh sát	警局
hy vọng	預期
Nhân dân tệ điều hành	行政院
Người tham gia	参与者
Lượt truy cập	人次為
Hình trụ	圆柱形
Quỷ lùn	侏
Broadway	百老匯
trụ sở chính	司令部
bối cảnh	情景
Juzheng	居正
đi với	去
Ya	枒
Mike	邁克
tài liệu tham khảo	参考
Yomiuri	讀賣
Chuyên nghành	專
cũ	舊
dâu tằm	桑
âm dương	隂
Kêu la	高呼
Cá tráp	鯿
Phi đội	中队
Trái đất	地球
Tôi	吾
tự hào	驕傲
nướng	扒
Tám biểu ngữ	八旗
chi phí thời gian	用時
Đơn vị	分队
ruy-băng	绶
Thành phố rừng	林市
Đôi khi	時也會
Không	溡
Trận bóng đá	足球賽
Niết bàn	涅槃
Vòng	回路
Sting	瞫
Alonso	阿隆索
Ở đằng trước	转发
Khoảng thời gian	時段
Yi	禕
Cư dân	住戶
Chica	芝加
Bolivia	玻利維亞
Máy xới đất	蘗
ngày	日期
Vermont	佛蒙特
Để có được	來獲
Juan	娟
Quận Đào Viên	桃園縣
Tỉnh Thơ	詩省
Ah	呵
Ngoại ngữ	外国语
Ở châu Phi	於非洲
cảm giác xấu hổ	诟
Hu	祄
Bằng tiến sĩ	博士學位
chữ số	數位
tắt	关闭
Weber	韋伯
sa thạch	砂岩
sự phân chia	师团
Đang gọi	現稱
Trong hội trường	殿内
Đường Nam	南路
Anh chị em họ	堂兄
Đến với	想出
Thương vong	死伤
sinh lý	生理
Dòng vào	線進
Phải ở	須在
Bất lợi	劣势
Cái lớn	大者
Mắt trần	肉眼
sự phát triển	進化
bánh bao	餃
biên tập	社论
cù lao	坻
không hài lòng	不满
giữa	间
nhấn	報刊
ga tàu	臺
Sơ bộ	預賽
Luật chung	普通法
Nian	鎿
nhân vật phản diện	反派
Dawei	達為
Pingnan	平南
Cử nhân khoa học	学位
Bao quanh	周边
Zheng En	正恩
bảo vệ	看守
Tổng giáo phận	總教區
hôn	吻
tham mưu	諮詢
người xưa	古人
Ngôn ngữ tiếng anh	英语
Taihu	太湖
Phù hợp	配套
tế tổ tiên hoàng gia	禘
Tuyến tính	線性
Xà lách trộn	斯瓦夫
Hori	堀
ánh trăng	月光
thung lũng núi	嶰
chặt chân	刖
Theo chiều dọc	纵向
tuyển dụng	招收
Nigeria	尼日利亚
tiêu dùng	消費
Trong thị trấn	镇内
Giải thưởng	颁
ngôn ngữ học	语言学
Bất ngờ	想不到
Cora	科拉
Trong nước	海內
Năng lượng cao	高能
Hy Lạp	希腊
mở ra	开拓
Thở dài	慹
lực lượng	強迫
Và cho	並給
Jose	何塞
Ưu tú	精锐
Đây	於這
tre lá mỏng	箊
Kinh điển	典籍
Borneo	婆罗洲
Bướng bỉnh	穋
một chút	稍微
giá bán	價
Fu Jian	苻堅
Tóm tắc	提要
Thân cá	魚體
Đã được chấp nhận	公认
Đã chọn	選中
Tăng	增大
Quân đoàn	军团
Chính xác	對
bỏ trốn	逃
mối thù hận	雠
Tương lai	前途
Siêu mẫu	名模
Chiến tranh	战火
Giảng đường	安非
Okoji	鄂霍次
đời sống	壽
tỉ trọng	密度
Hàm ý	寓意
Không thay đổi	恒
buôn bán	貿
đồng nghiệp	同事
A	一顆
đã sẵn sàng	己
cô đơn	寞
Ngốc nghếch	棆
phần mềm	軟體
Sinh đôi	孪
Bộ tứ	四方
vài	少數
nhiếp ảnh	摄影
Bit và	位及
Áo-Hung	奥匈
chuỗi	連鎖
Topia	托邦
Liên tiếp	先後
Higashiyama	東山
hoàn hảo	完美
lột vỏ	剥
Chậm	為低
phòng thí nghiệm	实验室
tàu đất nung	甗
Ju	莒
Chiết giang	浙江
tang lễ	丧
hình trái xoan	椭圆形
Ding	玎
Tổng	之和
toàn bộ	总数
ngang	横
Nam trung bộ	中南部
Cronies	亲信
đầy	弸
Estonia	愛沙尼亞
hàng đầu	顶
Lu	澞
Chu	漹
Shenzong	神宗
Giới hạn phía Nam	南向
Tần	欽
Sẽ mở	會開
Biểu tượng thành phố	市徽
chùm tia	光束
Bảy ngàn	七千
Xuân	暄
dầu mỡ	油脂
Tra tấn	折磨
Quán quân	狀元
nhưng	不過
Hàm Dương	咸阳
May mắn	運
sự dao động	波動
lỗ thông hơi	泄
Wu Peifu	吴佩孚
Chọn	选用
Ye Lin	叶林
kêu	雹
Công viêc hằng ngày	套路
không thấy	不見
Oise	瓦兹省
Terry	泰利
Thời gian tháng	月時
Cá chép	鲾
anhydrit	酐
Bên ngoài	外接
Đại tá	上校
Cố vấn	慫
Máy xới đất	蘖
Giữa	間設
Ethiopia	埃塞俄比亚
vòng tròn	圈子
Reagan	雷根
bữa ăn	饍
Đừng ngại	不惜
Đôi tay	双手
dịch vụ	服务
Âm	鬛
có	具有
Henry VIII	亨利八世
Vương triều Bourbon	波旁王朝
Yun	韫
Các mặt hàng	貨物
Quấy rối	骚扰
xe lửa	火車
mong manh	脆弱
Kiêu ngạo	戧
Đốt cháy	燃
chung	将领
Choco	喬科
Jackson	傑克森
Giải đấu chính	大聯盟
Wuchen	戊辰
Mara	马拉
mứt	薯
Yueshan	月山
Cưỡi người phục vụ	騎常侍
đầy	充滿
Brachial	肱
sự định hướng	取向
củ cải	萝
Đóng cọc	枑
Phiên bản trường	場版
quả bóng bay	气球
nóng bức	燙
Tan chảy	熔融
thân hình	體
Xây dựng	大楼
Chân	腿部
nông nghiệp	农业
Pansy	堇
chất lượng	品質
Tất cả	遍佈
Nguồn gốc	根部
Ervi	爾維
Ý tưởng	构思
Hãy đếm	來計
Gia Khánh	嘉慶
cởi quần áo	裎
thứ mười bảy	第十七
Cùng ngày	同日
Hỗ trợ	助攻
Cục đường sắt	铁路局
nhiễu xạ	衍射
Nhà ở	家庄
Đáp lại	回答
Aha	艾哈
Deng Li	鄧麗
ở lại	逗留
Xe buýt Kowloon	九龍巴士
Natal	娘家
Gần với	緊鄰
Chết trong nhiệm vụ	殉職
Qi	笒
Vitamin	维生素
Sao Thiên Vương	天王星
nhân chứng	见证
Xie	燀
Cá sấu	鱷魚
Zhongnanhai	中南海
Ly thân	相隔
Độc thân	單
tiềm năng	前景
việc làm	雇用
con kiến	螞蟻
Giành được	圜
Sự nghiệp chính thức	仕途
Phân công lao động	分工
Theo sát	後續
cột đá	磉
Đánh nhau	交战
màu tím	紫
Quang phổ	譜
Chia sẻ	佔有率
Texas	克薩斯
Ba mặt hàng	三項
Văn phòng công cộng	公所
Kẻ thù	敌方
He Wentian	何文田
Đi dạo	踺
Cá đuối	魟
Akamatsu	赤松
khoáng sản	礞
biên soạn	汇编
Năm mới	新春
đại sảnh	會館
Khu vực danh lam thắng cảnh	名胜区
Rhineland	莱茵兰
Moo	檖
Đại lý du lịch	旅行社
Elizabeth	伊丽莎白
Có nghĩa	指
Aken	阿肯
chuyến đi	絆
Hát	蜄
Quân đội	軍於
Buồn phiền	倹
Tây Giang	西江
chính quyền	當局
cái mũi	鼻子
Dương	煬
Trung bình	媒介
nguyên	原文
Nhà kho	捨
Yu	禹
Xin	莿
Nấm ngoài da	癬
mồi câu	饵
con hàu	鲒
nó	它
Khuyết tật	殘疾
Chín ngày	九日
phòng thủ	辩护
Chạy xuyên qua	縱貫
Nhìn vào	燝
Quy định	規定
sư tử	狮子
thành phố	城市
kiệt tác	名著
Combiner	合器
Trang Chủ	家口
Tiền vệ	中场
Bố là	父親為
sòng bạc	賭場
Xấu hổ	熞
Fuhr	弗尔
khối lập phương	立方
㑩 Ji	儸紀
rạp hát	剧院
đã chết	死
Trung Quốc	华夏
San hô biển	珊瑚海
Từ chối	摒
Xấu xí	烗
Đây là	這就是
Ghi chép lịch sử	史记
Tấn	音色
Naginata	薙
Tỉnh bắc	北省
đội trưởng	船长
Altai	阿爾泰
thu nhỏ	微型
Gầm	嚗
hình chữ nhật	长方形
Yudong	由東
Môi trường sống	栖
pha trộn	拌
ấm lên	熱身
Vận chuyển	载体
E	峨
Liên kết	环节
rất	甚
Sau chuyến đi	行後
Ôm	坽
lỗi	紕
Sương mù	靄
đất hoang	荒地
trò chuyện	交谈
Nấu nướng	飪
Zong Xian	宗憲
Yuan Shao	袁绍
Đối với hệ thống	為製
Cái này	這顆
Blau	布劳
Đấu trường	賽場
Si	兕
nghĩa là	意味
vật lộn	跤
Max	麦克斯
Giữ	所擁
Hóa chất	化物
Dâm bụt	芙蓉
Quản thúc tại gia	軟禁
Ủy quyền	授權
Khác nhau	不一
Làn đường	莱恩
hàng quý	季刊
Viết tắt	縮寫為
Lena	萊納
sự hiểu lầm	误解
chết vì đói	莩
Dòng số	號綫
Phong	灃
Mở rộng	引申
Strath	斯特拉斯
Naruto	火影忍者
nếm thử	噉
Tìm hiểu và	學和
Sạc điện	罪名
ôxy	氧氣
Cordor	科多尔省
biểu hiện	表達
trái	向左
ba mươi	三十
ngạc nhiên	诧
Không dành cho	不為
Giá trị	價值觀
Chăm sóc sau	善後
Yi	彝
Sẽ quyết định	會決
bất kể	无论
Định tính	質學
Xiang	襄
Và thế hệ	而代
khuôn mặt	面目
liên lạc	往來
Lê	勒
đỏ	紅
Leland	利蘭
Đồng hành	伴奏
Cửa sông	出海口
Gọi là	之稱
Yêu và quý	热爱
Phía đông	的東
Ying	颍
Zhuang Gong	莊公
Yanbian	延边
Toàn diện	综合
quá	超过
Mất đi	失傳
Không khỏe	不適
dãy núi	巒
Muộn	後發
vịt trời	鳧
một lần nữa	再次
nữ thần	女神
Còng	輷
Có thể nói	可說
Juan	鄄
Tsk	茨克
Toronto	多倫多
Tối cao	至尊
Ngu độn	茂密
Tsuta	蔦
Yun	蟟
Ngôn ngữ	语言
Sở hữu toàn	全資
đôla Hong Kong	港元
Chơi chữ	誴
Orc	獸人
kim giây	二手
York	约克
Cơ điện	机电
Zexu	則徐
Sức mạnh quốc gia	國勢
Thép cây	钢筋
số nguyên tố	素数
Zhang	漳
Loại là	型為
bộ lọc	滤波器
đổi tên thành	更名為
Zhu	筶
mã	法典
lát	切片
Florida	佛罗里达州
Đáng để nói về	值得一提
Hôi	涷
Bashan	巴山
Học viện	院制
Foley	弗利
Chung	般
Trưởng	謀長
Cột	專欄
Đuôi	尾部
Muromachi	室町
Cùng tên	同名
Quách Công	國公
cộng hưởng	共振
Biên dịch	编纂
luôn luôn	歷來
Ý định ban đầu	原意
hàng đầu	頂部
hướng Tây	西面
Norman	諾曼
quân cảnh	宪兵
Đến lượt	依次
cố gắng	試圖
sự trừng phạt	懲罰
Tranh luận	論證
con kênh	漕
bàn chải tre cho đồ dùng	筅
ban đầu	初始
con kiến	螘
Sau	時後
đôi pho vơi	處理
Đàm phán	协商
sự phấn khích	激動
Tran	遄
Đặt hàng	訂單
còn lại	遺體
có dây	有线
Sisi	西西
bối rối	困惑
đau	傷
Chuyển sang	改用
sự liên kết	協會
áo mưa	襫
Thành phố Thạch Gia Trang	石家庄市
cấp độ	水准
Có xu hướng	趋
trục trặc	故障
Giày	鞋子
Ag	阿格
Zhili	直隸
đại sứ quán	大使館
khao khát	愿望
Các triệu chứng	症候
sách	書籍
Loài đặc hữu	特有种
Đen và trắng	黑白
Tính cách	角色
Sự bảo tồn	守恒
Không có trở ngại	無障
biến thể	变种
Người đặc biệt	特人
Giải thưởng vàng	金奖
Buổi triển lãm	会展
Hoàng Gia	保皇
Yan	讌
bỏ trốn	逭
Siemens	西門子
Đẹp	漂亮
Đại học Công nghệ	工大
Hai lớn	兩大
Li	琍
Columbine	耧
lệnh cấm	禁
Myanmar	緬
gốc	由来
chất lượng cao	優質
Cấp tiến	漸進
Thanh nhạc	声乐
sự khởi tạo	初始化
Nấu nướng	料理
nghĩa trang	墓地
Ketu	克图
nhung	绒
Mũi	鼻部
món thịt hầm	熂
ngã	墮
Ngoài giới hạn	越界
Trọn bộ	全套
Đánh bại	大敗
Bão nhiệt đới	熱帶風暴
ẩn giấu	隐藏
ASEAN	东盟
Richard	理查德
Yun	贇
tinh tinh	黑猩猩
Michigan	密歇根州
hiện đại	摩登
đi xe đạp	循環
Fran	佛朗
Dade	大德
Lông đuôi	尾羽
danh tiếng	名氣
Jack	杰克
Chủ tịch	委员长
ban nhạc	带
诰	诰
Số lượng hàng	行量
Kho bạc	國庫
mở	開
Các vị thần	神灵
Thái độ	姿态
sự trì hoãn	拖延
Khối u	腫瘤
loài	種類
Suo	総
trẻ	年轻
chỉ	恰
Macao	澳门
xung quanh	四處
thần đồng	神童
căn bản	激进
Nằm	地處
Labra	拉布拉
Một bài	一職
tông đồ	使徒
Quy định	規
ngựa cái	騋
Cây kê	鍻
Nguyên	原创
chủ nhân	雇主
Chuyển tới	移往
Mang	驮
Máy xới đất	蒂勒
Qingming	清明
Pingshan	屏山
Tân trang	整修
khuyên nhủ	俛
Scull	湩
nghèo	穷
tình hình	境地
Hoa Kỳ	合眾國
Trường mới	新派
Wei	崝
cây kim	針
lớp trên	上层
Một nắm đầy tay	掬
hầm	窖
Tàn phá	朆
Thương tiếc	鮡
Đồng minh	盟国
Daimyo	大名
Hiệu ứng đặc biệt	特效
Viết tắt	简称
phòng thủ	保卫
Jiang Jingguo	蔣經國
công cộng	公开
Kế tiếp	接连
phục vụ	獻
chịu	承擔
Kết nối	銜接
Hum	嘤
Cố gắng lên	力图
thẩm phán	裁判官
Nhà kho	蛻
Bí mật	泌
Ở ngoài	门外
Viết	撰稿
Khướu	鶥
Giống như	同為
Tinh vi	精良
Hạt giống như	株式
Âm	蟺
Đẹp	靓
khách hàng	顧客
Nhạc rock	摇滚乐
Bài hát	宋
rắc	酹
mynah	鹆
sản phẩm	积
nọc độc	毒液
đần độn	駑
ánh sáng mặt trời	阳光
Rối loạn	失調
pha loãng	稀
cánh đồng	田
Tây Thành phố	西城
sưu tầm	蒐集
Lúc bắt đầu	伊始
Vật đúc	铸造
Hợp chất	化合物
Đơn nam	男单
bùn lầy	溷
Phòng giao dịch	务局
Hợp đồng	約定
nổi bật	引人注目
mang	攜帶
Năm sau	次年
Bê tông	砼
cung cấp bởi	供電
Đền thờ tổ tiên	祖廟
Mời vào	來進
nữ hoàng	皇后
mồm	口
Uỷ ban	委
Jubilee	禧
Zhang	昹
Tung và quay	辗转
chặt chẽ	严密
Vào	轉變為
Lun	仑
khí ga	瓦斯
khó phát âm	聱
Han	涵
Nhận nuôi	領養
Yannian	延年
Thung lũng	谷
Francis	弗朗西斯
bài báo	文章
Scotland	蘇格蘭
đồng cỏ	草甸
Nắm bắt	攅
California	加利福尼亚州
đá hoa	大理石
bồn rửa	下沉
run sợ	颤
khoảng thời gian	间隔
Mã quốc gia	国号
Chính trị	政界
Sẽ nâng	會舉
Tẩy	去掉
Hệ tư tưởng	意识形态
màu sắc	色彩
Trong	处于
Ni	坭
Và	者與
Võ sĩ quyền Anh	庚子
Ấm áp	暧
Tiết niệu	泌尿
khu mua sắm	商场
Rau diếp	苣
đồn trú	驻军
dây thanh âm	聲帶
đầu ra	产出
Mới	纽
Cơ quan chính phủ	政府部门
Zhu	毴
Do nhà nước điều hành	國營
lạc đà	駝
Nước hiệp ước	約國
súng máy	機槍
Phần thưởng	璊
Cánh cổng	閘門
Xấu hổ	嶙
Trung cấp	半山
khuyên nhủ	劝
gia đình	家人
Fenspat	长石
Chiều dài cơ thể	体长
chuyển khoản	轉移
Yi	岽
Phát biểu	語發
cũng	连
chỉ huy	指挥
giữa	之間
không phải	毌
Da	逩
giữ lấy	搦
Ed	爱德
khổng lồ	巨大
Góa phụ	遺孀
Yell	嚿
giữ	抱
quyền lực	势力
bước đi	踏
Kết thúc	尽头
Đề cập	提及
buổi hòa nhạc	演唱会
Đoạn cuối	末段
Yu	峋
Bỏ lỡ	無緣
Người sử dụng	用者
mập	胖
Bản thảo	文稿
Xi	汭
Tiannan	天南
Lưu trữ	牽制
Muộn	后期
phổ cập	通用
Ngày 4 tháng 6	六四
Yuanhua	元化
Dài	旯
Herak	赫拉克
Thuộc tính	属性
Bài hát nhịp	吟
thân hình	体
giá bán	價格
hội đồng thành phố	市政局
sâu	淵
lấy bằng vũ lực	掯
Tây An	荎
xe hơi	汽车
góc	角
Chim rồng	鳥龍
Malaya	馬來亞
Kashan	卡山
Klee	克利
bãi đậu xe	停車
tù nhân	俘虜
Toàn diện	綜合
Được phân phối trong	分佈於
Bản thảo đầu tiên	初稿
dãy núi	峦
Và tương tự	並同
Xây dựng	大樓
Oracle	甲骨
Thiên thể	天體
chất đạm	蛋白質
Yan	琰
Hedong	河东
Biên dịch	纂
Đã xem	見的
Cua	蟹属
Hiển thị trên	節目於
Quân đội	軍軍
Shan	駞
Lớp học	上课
Trở về	交還
khử trùng	消毒
Lí trí	心意
Jie	颉
Quán ba	吧
Quỹ	出资
Học bổng	学金
Zhao's	趙氏
Che	摀
Dược phẩm	薬
dán	贴
Jian	蠭
